Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
496,Louis King\kinglo02,SF,22,SAC,10,104,8.1,.438,.574,.213,0.0,12.7,6.3,12.5,0.9,0.8,0.0,21.2,,0.0,0.0,0.0,.000,,-3.0,-1.6,-4.6,-0.1
497,Xavier Moon\moonxa01,SG,27,LAC,10,137,16.2,.545,.275,.098,1.6,9.0,5.4,27.0,2.5,1.9,10.1,19.0,,0.2,0.2,0.3,.121,,-1.1,1.0,-0.1,0.1
498,Reggie Perry\perryre01,PF,21,TOT,10,187,15.6,.537,.203,.190,8.5,19.5,13.8,11.1,2.4,3.2,11.4,22.4,,0.1,0.2,0.2,.058,,-3.1,-1.0,-4.1,-0.1
499,Trevelin Queen\queentr01,SG,24,HOU,10,74,18.2,.619,.727,.121,10.3,13.4,11.9,8.8,3.2,1.2,16.8,23.9,,0.1,0.1,0.1,.080,,2.7,-0.8,1.9,0.1
500,Chris Silva\silvach01,PF,25,TOT,10,91,11.6,.641,.000,.800,16.5,28.2,22.4,10.6,0.0,1.2,28.3,13.8,,0.1,0.1,0.3,.137,,-5.0,0.1,-4.9,-0.1
501,Jeff Dowtin\dowtije01,PG,24,TOT,9,108,6.8,.353,.346,.077,7.9,9.8,8.9,12.7,2.2,0.9,15.7,12.8,,-0.1,0.1,0.0,-0.010,,-5.7,0.1,-5.6,-0.1
502,Freddie Gillespie\gillefr01,PF,24,ORL,9,119,9.5,.419,.045,.318,11.5,20.5,16.0,5.9,1.2,6.9,16.6,10.9,,-0.1,0.2,0.1,.049,,-5.6,1.0,-4.6,-0.1
503,Frank Kaminsky\kaminfr01,C,28,PHO,9,181,21.3,.635,.227,.303,6.7,17.3,12.1,10.1,2.1,3.4,6.3,19.0,,0.5,0.3,0.9,.228,,2.4,2.5,4.9,0.3
504,Didi Louzada\louzama01,SG-SF,22,TOT,9,129,6.4,.517,.697,.061,4.1,10.6,7.2,5.3,0.8,1.5,12.9,13.0,,0.0,0.0,0.0,-0.005,,-4.1,-3.4,-7.5,-0.2
505,Michael Porter Jr.\portemi01,SF,23,DEN,9,265,7.5,.416,.466,.087,3.9,20.4,12.4,8.9,1.9,0.7,10.1,19.7,,-0.5,0.3,-0.2,-0.032,,-3.9,0.5,-3.5,-0.1
506,Marko Simonovic\simonma01,C,22,CHI,9,35,10.2,.428,.333,.733,16.2,16.0,16.1,0.0,1.4,2.5,9.2,27.5,,0.0,0.0,0.0,-0.011,,-6.1,-5.0,-11.1,-0.1
507,Xavier Sneed\sneedxa01,SF,24,TOT,9,39,0.4,.250,.800,.000,5.5,10.9,8.3,3.3,0.0,0.0,0.0,11.0,,-0.1,0.0,0.0,-0.056,,-6.9,-3.7,-10.6,-0.1
508,Cassius Stanley\stanlca01,SG,22,DET,9,155,8.0,.516,.370,.217,3.3,10.3,6.6,3.9,1.6,1.2,10.6,15.6,,0.0,0.1,0.1,.021,,-4.9,-1.0,-5.8,-0.2
509,Paul Watson\watsopa01,SF,27,OKC,9,156,5.7,.432,.743,.057,1.9,16.1,8.9,7.2,0.9,1.8,10.0,11.0,,-0.1,0.1,0.0,.001,,-4.8,-0.6,-5.4,-0.1
510,Hassani Gravett\graveha01,PG,25,ORL,8,171,10.1,.629,.684,.105,0.6,12.4,6.5,17.0,1.4,0.5,18.5,12.3,,0.1,0.1,0.3,.071,,-2.4,0.2,-2.3,0.0
511,Victor Oladipo\oladivi01,SG,29,MIA,8,173,16.8,.608,.493,.260,2.0,12.9,7.5,26.3,1.4,0.6,16.4,25.1,,0.2,0.2,0.4,.124,,1.8,-0.5,1.3,0.1
512,Nik Stauskas\stausni01,SG,28,TOT,8,39,10.5,.541,.714,.429,3.0,5.7,4.4,7.3,0.0,0.0,5.7,20.0,,0.0,0.0,0.1,.078,,-0.9,-2.7,-3.6,0.0
513,Joel Ayayi\ayayijo01,SG,21,WAS,7,20,3.4,.167,.167,.000,5.6,10.9,8.3,25.4,0.0,0.0,0.0,13.3,,0.0,0.0,0.0,-0.098,,-4.3,-1.7,-6.0,0.0
514,Vernon Carey Jr.\careyve01,C,20,TOT,7,44,15.8,.534,.000,1.000,19.9,9.8,14.8,0.0,2.2,1.9,13.8,21.6,,0.0,0.0,0.1,.068,,-3.0,-4.5,-7.5,-0.1
515,Gabriel Deck\deckga01,PF,26,OKC,7,56,11.5,.643,.286,.000,1.8,9.3,5.5,13.7,0.9,0.0,12.5,12.3,,0.1,0.0,0.1,.080,,-1.2,-1.3,-2.5,0.0
516,James Ennis III\ennisja01,SF,31,TOT,7,56,17.7,.553,.333,.208,9.9,13.1,11.6,7.4,1.7,3.1,7.1,22.0,,0.1,0.1,0.1,.114,,-0.1,-1.0,-1.1,0.0
517,Langston Galloway\gallola01,SG,30,TOT,7,107,0.7,.269,.615,.000,3.1,14.7,9.0,13.7,0.4,0.0,18.8,12.8,,-0.3,0.1,-0.2,-0.100,,-8.0,-1.8,-9.8,-0.2
518,Jaylen Hoard\hoardja01,SF,22,OKC,7,240,18.0,.536,.278,.156,12.7,23.5,18.0,11.6,1.2,1.9,7.7,18.7,,0.3,0.3,0.6,.118,,1.2,-2.1,-0.9,0.1
519,Justin Jackson\jacksju01,SF,26,TOT,7,37,7.7,.472,.600,.133,3.0,16.9,10.1,7.1,0.0,0.0,5.9,19.7,,0.0,0.0,0.0,.032,,-2.2,-1.1,-3.3,0.0
520,Cassius Winston\winstca01,PG,23,WAS,7,39,6.0,.549,.545,.364,0.0,2.8,1.4,24.4,0.0,0.0,19.0,18.0,,0.0,0.0,0.0,.015,,-5.9,-3.5,-9.3,-0.1
521,Aaron Henry\henryaa01,SF,22,PHI,6,17,-7.4,.200,.200,.000,0.0,6.5,3.3,0.0,0.0,10.6,28.6,18.5,,-0.1,0.0,-0.1,-0.306,,-14.0,-2.4,-16.5,-0.1
522,Chandler Hutchison\hutchch01,SF,25,PHO,6,22,1.0,.694,.000,1.000,0.0,23.8,12.2,10.5,0.0,0.0,58.1,13.5,,-0.1,0.0,0.0,-0.086,,-8.0,-0.5,-8.5,0.0
523,Tyler Johnson\johnsty01,PG,29,TOT,6,91,7.1,.425,.650,.000,3.5,10.7,7.1,9.5,1.6,2.8,9.1,10.5,,0.0,0.1,0.1,.033,,-3.9,0.8,-3.0,0.0
524,Dakota Mathias\mathida01,SG,26,MEM,6,16,11.0,.500,1.000,.000,0.0,13.4,6.5,8.0,3.0,0.0,0.0,15.4,,0.0,0.0,0.0,.114,,-1.4,1.7,0.3,0.0
525,Sam Merrill\merrisa01,SG,25,MEM,6,58,7.5,.485,.958,.167,1.8,11.1,6.3,9.0,0.0,0.0,7.2,19.6,,0.0,0.0,0.0,.029,,-2.2,-3.4,-5.6,-0.1
526,Tyrone Wallace\wallaty01,SG,27,NOP,6,75,2.5,.383,.400,.250,0.0,12.1,5.9,1.8,2.0,1.3,8.3,13.9,,-0.2,0.1,-0.1,-0.057,,-7.7,-0.6,-8.2,-0.1
527,Chaundee Brown Jr.\brownch05,SG-SF,23,TOT,5,104,6.4,.447,.563,.188,1.1,15.7,8.4,5.1,0.9,0.0,2.8,14.9,,0.0,0.0,0.0,.002,,-4.3,-2.4,-6.6,-0.1
528,Devin Cannady\cannade01,PG,25,ORL,5,145,8.6,.531,.841,.159,0.7,3.7,2.2,10.0,1.7,1.9,9.6,15.5,,0.0,0.1,0.1,.033,,-2.8,-0.4,-3.2,0.0
529,Aleem Ford\fordal03,SF,24,ORL,5,74,0.5,.350,.750,.000,2.8,18.6,10.7,3.8,0.7,0.0,16.7,14.0,,-0.2,0.1,-0.2,-0.103,,-9.1,-2.2,-11.4,-0.2
530,Jared Harper\harpeja01,PG,24,NOP,5,43,36.9,.666,.462,.154,5.0,0.0,2.6,64.1,4.6,2.2,6.7,29.7,,0.3,0.1,0.4,.422,,14.2,3.1,17.3,0.2
531,Carlik Jones\jonesca03,PG,24,TOT,5,23,-1.8,.202,.111,.222,4.8,9.7,7.3,26.7,2.2,0.0,23.3,25.1,,-0.2,0.0,-0.1,-0.285,,-11.3,-4.2,-15.5,-0.1
532,Brandon Knight\knighbr03,PG,30,DAL,5,65,13.0,.561,.680,.320,0.0,13.7,6.8,18.6,0.8,0.0,12.3,22.5,,0.1,0.1,0.1,.091,,-2.7,-1.9,-4.6,0.0
533,Rayjon Tucker\tuckera01,SG,24,TOT,5,71,17.7,.869,.556,.778,4.7,7.5,6.1,18.1,2.7,0.0,7.6,7.9,,0.3,0.1,0.4,.243,,2.3,1.2,3.5,0.1
534,McKinley Wright IV\wrighmc01,PG,23,MIN,5,19,9.5,.833,.667,.000,0.0,0.0,0.0,20.9,0.0,0.0,25.0,8.8,,0.0,0.0,0.0,.092,,-1.4,-2.8,-4.2,0.0
535,Carsen Edwards\edwarca01,SG,23,DET,4,79,5.5,.378,.533,.033,2.6,5.8,4.1,26.2,1.2,0.0,14.1,19.2,,-0.1,0.0,-0.1,-0.075,,-6.0,-3.4,-9.3,-0.1
536,Jay Huff\huffja01,C,23,LAL,4,20,0.6,.000,.667,.000,5.4,16.1,10.8,5.9,2.4,4.5,25.0,8.6,,-0.1,0.0,0.0,-0.117,,-8.3,0.9,-7.4,0.0
537,B.J. Johnson\johnsbj01,SF,26,ORL,4,65,12.1,.520,.400,.000,9.7,14.7,12.2,0.0,0.0,1.4,0.0,16.7,,0.1,0.0,0.1,.065,,-0.7,-3.9,-4.6,0.0
538,Mason Jones\jonesma05,SG,23,LAL,4,51,17.8,.625,.267,1.000,2.1,18.9,10.5,10.9,1.9,0.0,4.4,19.0,,0.2,0.0,0.2,.201,,-1.2,0.3,-0.9,0.0
539,George King\kingge03,SF,28,DAL,4,19,-12.3,.085,.800,.400,0.0,29.3,14.6,0.0,0.0,0.0,14.5,16.3,,-0.1,0.0,-0.1,-0.296,,-16.5,-3.5,-20.1,-0.1
540,Gabriel Lundberg\lundbga01,SG,27,PHO,4,44,7.7,.342,.421,.000,5.0,11.9,8.5,31.5,3.3,0.0,13.6,21.5,,-0.1,0.1,0.0,-0.005,,-5.3,0.5,-4.8,0.0
541,JaQuori McLaughlin\mclauja01,PG,24,DAL,4,11,-2.9,.000,.500,.000,0.0,0.0,0.0,22.3,0.0,0.0,0.0,8.2,,0.0,0.0,0.0,-0.101,,-9.4,-4.2,-13.6,0.0
542,Eugene Omoruyi\omorueu01,SF,24,DAL,4,18,17.0,.518,.400,.800,12.3,30.9,21.6,15.8,0.0,0.0,0.0,16.9,,0.1,0.0,0.1,.201,,3.3,0.7,4.0,0.0
543,Jordan Schakel\schakjo01,SG,23,WAS,4,30,-1.2,.210,.545,.182,7.5,21.8,14.8,0.0,1.6,0.0,7.8,19.1,,-0.2,0.0,-0.1,-0.204,,-8.6,-4.4,-13.0,-0.1
544,Zavier Simpson\simpsza01,PG,24,OKC,4,174,7.7,.406,.154,.096,1.2,11.4,6.2,25.2,1.4,2.1,15.6,15.9,,-0.2,0.1,-0.1,-0.018,,-6.0,-1.9,-7.9,-0.3
545,D.J. Wilson\wilsodj01,PF,25,TOR,4,54,27.9,.773,.133,.667,1.9,31.8,16.1,14.6,4.6,1.8,9.3,17.0,,0.2,0.1,0.4,.328,,1.8,3.2,5.0,0.1
546,Moses Wright\wrighmo01,PF,23,TOT,4,14,18.3,.470,.250,.750,7.9,15.9,11.9,16.8,0.0,6.5,0.0,17.1,,0.0,0.0,0.1,.180,,1.1,0.4,1.4,0.0
547,Cat Barber\barbeca01,PG,27,ATL,3,13,-11.2,.000,.000,1.000,8.5,16.7,12.6,26.7,0.0,0.0,14.8,22.7,,-0.1,0.0,-0.1,-0.450,,-15.8,-7.6,-23.5,-0.1
548,Darren Collison\collida01,PG,34,LAL,3,37,-0.2,.286,.429,.000,0.0,11.6,5.8,6.8,1.3,0.0,12.5,9.3,,-0.1,0.0,-0.1,-0.070,,-10.0,-0.9,-10.9,-0.1
549,Jarron Cumberland\cumbeja01,SG,24,POR,3,12,8.4,.500,.500,.000,8.8,19.0,13.7,11.6,0.0,0.0,0.0,7.2,,0.0,0.0,0.0,.079,,-4.4,-2.2,-6.6,0.0
550,Cheick Diallo\diallch01,C,25,DET,3,31,12.3,.517,.000,.750,13.3,29.4,20.9,0.0,1.6,0.0,8.6,16.1,,0.0,0.0,0.1,.108,,-4.2,-3.3,-7.5,0.0
551,Melvin Frazier\frazime01,SG,25,OKC,3,120,-0.4,.313,.438,.146,4.2,7.0,5.6,1.2,0.4,0.0,5.5,19.5,,-0.4,0.0,-0.4,-0.160,,-9.7,-6.7,-16.4,-0.4
552,Wes Iwundu\iwundwe01,SF,27,ATL,3,82,7.1,.557,.278,.222,4.0,13.3,8.7,0.0,0.6,0.0,4.8,11.1,,0.1,0.0,0.1,.046,,-4.1,-2.7,-6.8,-0.1
553,DaQuan Jeffries\jeffrda01,SG,24,MEM,3,9,8.4,.500,.500,.000,0.0,23.8,11.6,14.0,0.0,0.0,0.0,9.1,,0.0,0.0,0.0,.099,,-5.8,0.9,-4.9,0.0
554,Cameron McGriff\mcgrica01,SF,24,POR,3,46,12.5,.470,.429,.143,13.8,22.3,17.9,9.4,0.0,2.1,0.0,14.0,,0.1,0.0,0.1,.097,,-1.0,-3.0,-4.0,0.0
555,Jaylen Morris\morrija01,SG,26,SAS,3,16,-11.4,.129,.333,.667,0.0,13.2,6.6,14.0,0.0,0.0,11.4,23.1,,-0.1,0.0,-0.1,-0.376,,-15.8,-5.7,-21.5,-0.1
556,Daniel Oturu\oturuda01,C,22,TOR,3,27,13.4,.549,.167,.833,3.8,17.0,10.0,0.0,0.0,7.2,0.0,13.0,,0.0,0.0,0.1,.121,,-2.7,-2.6,-5.3,0.0
557,Norvel Pelle\pelleno01,C,28,UTA,3,19,12.2,.600,.000,.000,17.9,16.7,17.3,0.0,0.0,4.6,28.6,16.0,,0.0,0.0,0.0,.038,,-3.0,-4.1,-7.1,0.0
558,Micah Potter\pottemi01,C,23,DET,3,31,13.6,.505,.182,.182,13.3,18.4,15.7,0.0,1.6,2.9,7.8,17.8,,0.0,0.0,0.0,.073,,-4.0,-3.0,-7.1,0.0
559,Wayne Selden\seldewa01,SG,27,NYK,3,19,4.3,.434,.500,1.000,0.0,5.8,2.8,7.2,0.0,0.0,0.0,13.3,,0.0,0.0,0.0,.016,,-4.3,-1.6,-5.9,0.0
560,Deividas Sirvydis\sirvyde01,SG,21,DET,3,27,0.1,.150,.700,.000,0.0,25.3,12.0,4.9,5.4,3.3,0.0,15.9,,-0.1,0.1,-0.1,-0.139,,-10.8,2.2,-8.7,0.0
561,Craig Sword\swordcr01,SG,28,WAS,3,19,14.2,.750,.250,.000,0.0,0.0,0.0,7.7,10.4,0.0,20.0,11.7,,0.0,0.0,0.1,.158,,-8.6,10.0,1.4,0.0
562,Emanuel Terry\terryem01,PF,25,PHO,3,18,-0.1,.000,.000,.000,48.9,40.6,44.7,12.2,2.7,0.0,50.0,23.9,,-0.1,0.0,-0.1,-0.256,,-13.0,-5.3,-18.3,-0.1
563,Jon Teske\teskejo01,C,24,MEM,3,8,1.5,.000,.000,2.000,0.0,26.8,13.1,13.8,6.0,0.0,0.0,9.6,,0.0,0.0,0.0,-0.080,,-8.5,3.7,-4.8,0.0
564,Derrick Walton\waltode01,PG,26,DET,3,108,5.9,.342,.500,.154,1.9,8.4,5.0,26.4,3.2,3.3,28.4,15.4,,-0.3,0.1,-0.2,-0.071,,-5.3,1.0,-4.3,-0.1
565,Tremont Waters\watertr01,PG,24,TOT,3,50,5.4,.357,.643,.000,0.0,9.2,4.3,18.2,5.0,0.0,22.2,15.5,,-0.1,0.1,0.0,-0.042,,-7.8,0.1,-7.7,-0.1
566,Paris Bass\basspa01,SF,26,PHO,2,7,13.9,.436,.333,.333,31.5,29.9,30.6,0.0,6.9,0.0,22.5,54.6,,0.0,0.0,0.0,-0.170,,-11.2,-1.2,-12.4,0.0
567,Shaq Buchanan\buchash01,PG,25,MEM,2,10,0.6,.250,.500,.000,10.2,10.7,10.5,24.9,4.8,0.0,33.3,24.6,,-0.1,0.0,0.0,-0.230,,-11.2,0.1,-11.2,0.0
568,Damyean Dotson\dotsoda01,SG,27,NYK,2,21,6.4,.500,.250,.000,0.0,10.4,5.1,6.9,0.0,0.0,0.0,8.3,,0.0,0.0,0.0,.045,,-3.7,-1.2,-4.9,0.0
569,Sekou Doumbouya\doumbse01,PF,21,LAL,2,16,40.7,.717,.250,.500,13.5,26.8,20.2,0.0,9.0,11.1,17.0,31.6,,0.0,0.1,0.1,.300,,8.8,10.0,18.8,0.1
570,Rob Edwards\edwarro01,SG,25,OKC,2,11,-0.8,.375,1.000,.000,0.0,28.5,14.0,0.0,0.0,0.0,20.0,19.6,,-0.1,0.0,0.0,-0.181,,-8.3,-2.9,-11.2,0.0
571,Jordan Goodwin\goodwjo01,SG,23,WAS,2,6,-20.4,.000,.333,.000,0.0,18.2,9.2,0.0,0.0,0.0,0.0,22.2,,-0.1,0.0,-0.1,-0.533,,-24.7,-9.4,-34.1,0.0
572,Shaquille Harrison\harrish01,SG,28,BRK,2,23,4.6,.333,.333,.000,4.9,13.8,9.5,16.6,2.1,3.9,25.0,15.0,,-0.1,0.0,0.0,-0.067,,-9.0,0.7,-8.3,0.0
573,Nate Hinton\hintona01,SG,22,IND,2,2,-45.2,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,42.8,,-0.1,0.0,-0.1,-1.231,,-28.1,-14.5,-42.6,0.0
574,Feron Hunt\huntfe01,SF,22,NYK,2,8,-3.0,.000,.000,.000,13.2,0.0,6.7,16.0,6.3,0.0,33.3,16.4,,-0.1,0.0,0.0,-0.234,,-12.3,1.0,-11.3,0.0
575,David Johnson\johnsda08,SG,20,TOR,2,2,-20.0,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,,0.0,0.0,0.0,-0.495,,-19.1,-8.7,-27.8,0.0
576,Jemerrio Jones\jonesje01,SF,26,LAL,2,15,14.8,.667,.000,.000,14.4,7.1,10.8,0.0,3.2,0.0,0.0,8.6,,0.0,0.0,0.1,.170,,-1.1,0.1,-1.0,0.0
577,Arnoldas Kulboka\kulboar01,SF,24,CHO,2,5,-10.7,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,,0.0,0.0,0.0,-0.217,,-14.7,-7.1,-21.8,0.0
578,Anthony Lamb\lamban01,SF,24,SAS,2,8,-0.5,.000,1.000,.000,0.0,13.2,6.6,27.9,0.0,0.0,0.0,10.6,,0.0,0.0,0.0,-0.138,,-6.2,-1.8,-8.0,0.0
579,Scottie Lewis\lewissc01,SG,21,CHO,2,7,14.6,.568,,,0.0,0.0,0.0,16.2,6.9,0.0,0.0,5.3,,0.0,0.0,0.0,.164,,0.0,5.9,6.0,0.0
580,Mac McClung\mccluma01,SG-PG,23,TOT,2,25,5.2,.621,.500,.167,0.0,12.9,6.5,5.2,1.9,3.6,31.8,16.3,,0.0,0.0,0.0,-0.043,,-8.4,-1.2,-9.6,0.0
581,Juwan Morgan\morgaju01,PF,24,TOT,2,31,8.3,.833,.667,.000,6.6,7.4,7.0,4.2,0.0,0.0,0.0,4.1,,0.1,0.0,0.1,.124,,-3.3,-3.9,-7.2,0.0
582,Emmanuel Mudiay\mudiaem01,PG,25,SAC,2,11,12.3,.399,.000,2.000,0.0,0.0,0.0,43.4,4.4,0.0,21.0,18.6,,0.0,0.0,0.0,.023,,-2.7,1.5,-1.2,0.0
583,Cameron Oliver\oliveca01,SF,25,ATL,2,43,21.4,.705,.200,.200,5.1,10.1,7.6,11.1,1.1,2.1,0.0,16.6,,0.2,0.0,0.2,.219,,2.3,-0.6,1.7,0.0
584,Tre Scott\scotttr01,SF,25,CLE,2,11,20.4,.500,.167,.000,10.3,9.8,10.1,0.0,4.5,8.1,0.0,24.1,,0.0,0.0,0.0,.138,,-4.8,1.9,-3.0,0.0
585,Jaden Springer\sprinja01,SG,19,PHI,2,6,26.4,1.000,.000,.000,18.9,18.3,18.6,0.0,0.0,30.0,50.0,15.0,,0.0,0.0,0.0,.138,,8.3,8.8,17.1,0.0
586,Tyrell Terry\terryty01,PG,21,MEM,2,3,20.0,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,,0.0,0.0,0.0,.222,,-3.4,2.5,-0.9,0.0
587,M.J. Walker\walkemj01,SG,23,PHO,2,8,-3.3,.000,.500,.000,0.0,13.1,6.7,13.8,12.0,0.0,0.0,21.5,,-0.1,0.0,0.0,-0.276,,-15.8,6.2,-9.6,0.0
588,Gabe York\yorkga01,SG,28,IND,2,21,12.7,.435,.857,.714,0.0,10.8,5.3,25.1,4.7,4.1,9.8,20.8,,0.0,0.0,0.0,.059,,-3.7,2.2,-1.5,0.0
589,Jordan Bell\belljo01,C,27,CHI,1,2,29.9,,,,56.6,0.0,28.1,0.0,24.4,0.0,,0.0,,0.0,0.0,0.0,.600,,-8.1,10.8,2.7,0.0
590,Ahmad Caver\caverah01,PG,25,IND,1,1,76.2,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,,0.0,0.0,0.0,1.204,,30.2,6.3,36.5,0.0
591,Zylan Cheatham\cheatzy01,SF,26,UTA,1,5,-23.8,.000,.667,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,,-0.1,0.0,-0.1,-0.610,,-19.3,-11.3,-30.6,0.0
592,Sam Dekker\dekkesa01,PF,27,TOR,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.003,,-6.2,-3.4,-9.6,0.0
593,Javin DeLaurier\delauja01,C,23,MIL,1,3,15.6,,,,0.0,34.6,17.7,0.0,16.0,0.0,,0.0,,0.0,0.0,0.0,.260,,-4.8,11.8,7.0,0.0
594,Jaime Echenique\echenja01,C,24,WAS,1,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.012,,-5.5,-3.0,-8.5,0.0
595,Tyler Hall\hallty01,SG,24,NYK,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.007,,-8.1,-0.5,-8.5,0.0
596,Scotty Hopson\hopsosc01,SG,32,OKC,1,18,0.1,.500,.250,.000,0.0,5.8,2.9,8.1,0.0,0.0,33.3,14.4,,-0.1,0.0,0.0,-0.132,,-8.7,-2.9,-11.6,0.0
597,DeJon Jarreau\jarrede01,SG,24,IND,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.022,,-6.5,-1.5,-8.0,0.0
598,Joe Johnson\johnsjo02,SG,40,BOS,1,2,38.7,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,0.0,0.0,0.0,.335,,12.1,2.8,15.0,0.0
599,C.J. Miles\milescj01,SG,34,BOS,1,2,-7.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.030,,-16.3,0.0,-16.3,0.0
600,Matt Mooney\moonema01,SG,24,NYK,1,2,-20.0,.000,1.000,.000,0.0,0.0,0.0,0.0,25.0,0.0,50.0,43.8,,-0.1,0.0,0.0,-0.915,,-33.9,11.5,-22.3,0.0
601,Ade Murkey\murkead01,SG,24,SAC,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.017,,-7.4,-2.3,-9.7,0.0
602,Malik Newman\newmama01,PG,24,CLE,1,8,28.6,.680,.200,.400,0.0,13.5,6.9,27.8,0.0,0.0,14.5,38.1,,0.0,0.0,0.0,.179,,6.3,0.1,6.4,0.0
603,Jaysean Paige\paigeja01,PG,27,DET,1,7,-22.2,.000,.667,.000,0.0,16.3,7.7,18.1,0.0,0.0,25.0,24.5,,-0.1,0.0,-0.1,-0.574,,-25.0,-6.5,-31.5,0.0
604,Trayvon Palmer\palmetr01,SG,27,DET,1,17,-5.7,.000,.000,.000,0.0,13.4,6.4,0.0,0.0,0.0,50.0,5.0,,-0.1,0.0,0.0,-0.133,,-13.1,-1.8,-15.0,-0.1
605,Matt Ryan\ryanma01,SF,24,BOS,1,5,3.5,.300,1.000,.000,0.0,0.0,0.0,0.0,9.9,0.0,0.0,44.0,,0.0,0.0,0.0,-0.250,,-9.9,-3.8,-13.7,0.0
